"c:\users\esrlabn1\desktop\bence\ir_spectroscopy\1000nm_odmr\map_2mm_shuffled_highres\064.dat  ---  04-14-2026 16:27:09"
"D4, 800 nm LPF, 90 mW green laser at sample,  20dBm+30dB MW"
"ihr_sweep 950 2100 0.5 1 2"
"setcw 20 2.888 1 1           ;ihr_setup 0 2 0 2 2 1042     ;                             ;"
"setlockin 188.67 0.004 0 0.1 0.05"
5,2301
950,6.66667E-04,-1.33515E-05,2.86103E-05,2.47956E-05
950.5,-6.66667E-04,-7.62945E-06,9.5368E-06,1.90736E-05
951,-6.66667E-04,-1.14442E-05,5.72208E-06,7.62945E-06
951.5,-6.66667E-04,-1.33515E-05,1.14442E-05,2.0981E-05
952,-6.66667E-04,-7.62945E-06,1.14442E-05,1.71663E-05
952.5,-6.66667E-04,-3.81473E-06,5.72208E-06,7.62945E-06
953,-.001,-3.81473E-06,-7.62945E-06,1.14442E-05
953.5,-.002,-1.14442E-05,-1.52589E-05,1.33515E-05
954,6.66667E-04,-1.33515E-05,-5.72208E-06,9.5368E-06
954.5,-.004,-3.81473E-06,1.52589E-05,1.52589E-05
955,6.66667E-04,0,1.14442E-05,1.33515E-05
955.5,6.66667E-04,-1.90736E-05,1.52589E-05,1.90736E-05
956,-2.33333E-03,-1.33515E-05,3.81473E-06,1.14442E-05
956.5,-6.66667E-04,-7.62945E-06,1.71663E-05,1.52589E-05
957,-3.66667E-03,-7.62945E-06,5.72208E-06,1.14442E-05
957.5,-.002,-1.33515E-05,1.52589E-05,1.71663E-05
958,6.66667E-04,-1.90736E-06,1.52589E-05,1.14442E-05
958.5,-6.66667E-04,-3.81473E-06,0,1.90736E-06
959,.001,-9.5368E-06,-9.5368E-06,7.62945E-06
959.5,6.66667E-04,-7.62945E-06,7.62945E-06,9.5368E-06
960,-.001,9.5368E-06,-7.62945E-06,1.14442E-05
960.5,-3.66667E-03,1.71663E-05,9.5368E-06,2.0981E-05
961,-6.66667E-04,-1.14442E-05,1.90736E-06,1.14442E-05
961.5,-.001,-3.24252E-05,-3.81473E-06,3.24252E-05
962,-6.66667E-04,-1.90736E-05,7.62945E-06,1.71663E-05
962.5,6.66667E-04,-5.72208E-06,-7.62945E-06,9.5368E-06
963,-.002,0,-2.47956E-05,2.47956E-05
963.5,-3.66667E-03,-1.71663E-05,-1.52589E-05,2.28883E-05
964,-.002,-4.00546E-05,-2.86103E-05,4.76839E-05
964.5,-6.66667E-04,-3.43325E-05,-3.05178E-05,3.81472E-05
965,6.66667E-04,-2.28883E-05,-7.62945E-06,1.90736E-05
965.5,-.002,-1.71663E-05,-5.72208E-06,1.14442E-05
966,-6.66667E-04,-1.90736E-06,1.71663E-05,1.90736E-05
966.5,-.002,1.90736E-06,-7.62945E-06,9.5368E-06
967,6.66667E-04,5.72208E-06,-2.0981E-05,1.71663E-05
967.5,.002,1.90736E-06,-1.52589E-05,1.14442E-05
968,6.66667E-04,-3.81473E-06,-1.71663E-05,1.33515E-05
968.5,6.66667E-04,7.62945E-06,-9.5368E-06,9.5368E-06
969,-.001,1.52589E-05,-7.62945E-06,1.90736E-05
969.5,-.001,1.90736E-05,-7.62945E-06,2.0981E-05
970,-.002,1.90736E-06,3.81473E-06,7.62945E-06
970.5,-6.66667E-04,-1.90736E-05,0,1.33515E-05
971,-.002,-1.90736E-06,-1.52589E-05,1.33515E-05
971.5,-.001,-1.71663E-05,-1.14442E-05,2.28883E-05
972,.001,-9.5368E-06,1.14442E-05,1.33515E-05
972.5,.002,-1.90736E-05,9.5368E-06,1.71663E-05
973,-6.66667E-04,3.81473E-06,5.72208E-06,1.14442E-05
973.5,6.66667E-04,3.24252E-05,1.33515E-05,3.24252E-05
974,.001,2.28883E-05,5.72208E-06,1.71663E-05
974.5,-6.66667E-04,9.5368E-06,0,1.14442E-05
975,-.001,1.33515E-05,-9.5368E-06,1.33515E-05
